Nr,P1,P2,P3,P4
9042,380,332,1034,750
9043,80,535,1009,530
9044,216,410,1017,658
9045,795,570,1022,477
9046,410,506,1009,736
9047,200,540,1038,108
9048,297,464,1030,96
9049,51,447,1034,336
9050,818,546,1038,338
9051,187,560,1040,567
9052,228,381,1019,85
9053,661,490,1044,518
9054,551,493,1044,231
9055,759,660,1041,194
9056,114,369,1049,160
9057,117,423,1008,736
9058,2,528,1026,661
9059,980,546,1044,198
9060,168,507,1033,113
9061,207,367,1022,624
9062,393,411,1017,78
9063,167,693,1057,353
9064,226,621,1022,464
9065,12,455,1029,117
9066,504,562,1019,217
9067,42,540,1014,407
9068,219,550,1049,270
9069,455,400,1013,410
9070,119,488,1060,459
9071,876,517,1062,106
9072,74,491,1011,461
9073,519,454,1029,665
9074,377,469,1047,193
9075,972,564,1007,600
9076,599,478,1022,511
9077,783,532,1076,634
9078,744,505,1028,322
9079,543,455,1044,420
9080,206,570,1000,575
9081,943,469,1053,215
9082,689,625,1035,575
9083,698,445,1022,614
9084,970,416,1033,119
9085,617,502,1015,216
9086,266,426,1068,168
9087,12,482,1068,543
9088,377,386,1074,550
9089,815,448,1084,705
9090,713,547,1018,706
9091,869,394,1044,291
9092,316,442,1052,535
9093,125,552,1054,488
9094,864,512,1059,358
9095,616,516,1083,318
9096,309,414,1075,135
9097,841,455,1053,240
9098,639,509,1072,411
9099,331,574,1039,606
9100,711,595,1015,336
9101,970,528,1021,571
9102,135,402,1023,601
9103,897,428,1030,719
9104,631,580,1099,621
9105,294,441,1091,326
9106,874,630,1094,196
9107,946,419,1071,501
9108,628,546,1007,116
9109,449,412,1005,291
9110,562,518,1092,163
9111,144,597,1088,619
9112,791,445,1064,269
9113,282,556,1005,227
9114,317,450,1010,636
9115,253,482,1007,148
9116,711,737,1064,485
9117,571,442,1013,254
9118,723,487,1022,447
9119,365,382,1104,223
9120,963,556,1050,241
9121,595,375,1114,487
9122,167,416,1073,584
9123,722,470,1035,435
9124,148,535,1007,718
9125,898,527,1000,512
9126,930,522,1061,284
9127,578,526,1055,723
9128,256,454,1082,655
9129,62,346,1006,234
9130,143,384,1089,241
9131,616,514,1077,740
9132,87,544,1045,732
9133,224,591,1108,495
9134,294,486,1044,747
9135,554,496,1133,167
9136,739,422,1048,520
9137,616,413,1005,334
9138,195,490,1021,556
9139,702,545,1079,701
9140,721,532,1067,334
9141,381,592,1024,354
9142,422,493,1001,636
9143,378,468,1103,302
9144,72,406,1092,157
9145,505,468,1013,361
9146,62,364,1128,536
9147,327,577,1111,407
9148,980,558,1053,747
9149,779,726,1090,354
9150,236,400,1009,681
9151,469,457,1040,576
9152,794,589,1131,171
9153,339,486,1032,284
9154,275,448,1055,579
9155,601,628,1123,680
9156,977,446,1122,521
9157,452,537,1107,218
9158,615,526,1016,239
9159,934,354,1016,712
9160,529,457,1057,687
9161,925,456,1009,240
9162,441,469,1071,435
9163,700,358,1057,395
9164,613,376,1063,652
9165,716,501,1088,258
9166,858,570,1044,716
9167,382,600,1131,243
9168,662,562,1163,226
9169,61,472,1026,202
9170,926,521,1109,292
9171,539,578,1016,452
9172,20,563,1154,474
9173,724,627,1124,329
9174,164,466,1152,324
9175,580,557,1102,304
9176,267,489,1165,730
9177,754,562,1072,686
9178,268,353,1139,716
9179,319,487,1059,235
9180,729,466,1082,509
9181,510,489,1091,577
9182,628,482,1004,743
9183,583,613,1013,631
9184,314,541,1031,284
9185,536,549,1060,612
9186,920,656,1164,603
9187,704,618,1022,561
9188,742,599,1007,428
9189,316,491,1017,398
9190,450,346,1059,371
9191,207,590,1155,721
9192,450,533,1166,266
9193,825,557,1073,679
9194,181,408,1096,311
9195,630,482,1010,746
9196,907,539,1038,565
9197,287,508,1073,272
9198,353,589,1175,442
9199,984,514,1057,621
9200,890,540,1004,202
9201,528,529,1072,606
9202,399,461,1182,593
9203,997,513,1189,246
9204,263,469,1136,407
9205,838,598,1024,428
9206,416,462,1099,645
9207,973,460,1105,654
9208,189,468,1067,631
9209,317,533,1149,590
9210,804,480,1188,452
9211,756,533,1008,309
9212,258,352,1121,214
9213,263,495,1172,733
9214,802,589,1041,679
9215,58,517,1025,706
9216,950,421,1084,638
9217,276,479,1045,310
9218,562,427,1021,603
9219,137,388,1172,596
9220,6,506,1042,740
9221,408,630,1102,594
9222,100,458,1017,232
9223,611,527,1198,283
9224,732,576,1096,453
9225,862,508,1084,732
9226,903,515,1207,708
9227,28,610,1194,642
9228,996,605,1147,384
9229,464,427,1042,500
9230,264,559,1211,248
9231,643,416,1196,547
9232,716,572,1177,287
9233,365,456,1137,530
9234,415,498,1175,741
9235,751,491,1047,547
9236,897,579,1208,660
9237,207,505,1067,616
9238,353,427,1163,426
9239,836,499,1129,278
9240,893,594,1185,518
9241,311,428,1188,454
9242,858,417,1224,478
9243,748,460,1122,622
9244,395,598,1197,290
9245,240,552,1037,602
9246,560,460,1131,253
9247,74,342,1028,501
9248,824,603,1042,311
9249,507,523,1027,374
9250,88,443,1124,474
9251,927,440,1215,410
9252,195,429,1133,628
9253,66,630,1079,478
9254,252,488,1097,691
9255,349,459,1051,598
9256,248,530,1205,651
9257,656,508,1009,425
9258,950,487,1249,685
9259,667,366,1240,488
9260,619,396,1248,269
9261,52,533,1081,528
9262,981,627,1111,640
9263,182,599,1227,692
9264,80,343,1048,595
9265,742,494,1191,333
9266,222,509,1119,297
9267,747,517,1207,517
9268,450,459,1079,606
9269,593,525,1079,546
9270,705,453,1026,520
9271,933,483,1000,374
9272,577,483,1166,533
9273,623,494,1179,497
9274,971,533,1249,563
9275,690,391,1016,283
9276,932,612,1045,635
9277,60,460,1150,693
9278,680,634,1097,660
9279,624,609,1003,286
9280,716,356,1154,594
9281,532,514,1248,516
9282,915,414,1134,593
9283,288,679,1107,407
9284,92,544,1093,472
9285,330,472,1078,471
9286,747,500,1078,634
9287,160,625,1185,296
9288,61,434,1151,659
9289,410,507,1093,312
9290,637,382,1284,530
9291,303,571,1273,366
9292,788,529,1098,377
9293,980,557,1127,686
9294,997,652,1121,422
9295,74,442,1078,351
9296,655,414,1262,416
9297,282,405,1292,728
9298,744,574,1048,750
9299,599,580,1239,517
9300,147,446,1164,581
9301,447,424,1100,561
9302,21,562,1092,693
9303,180,534,1009,411
9304,734,559,1009,454
9305,100,433,1034,535
9306,332,550,1077,683
9307,219,579,1118,686
9308,300,520,1090,424
9309,736,480,1112,602
9310,231,453,1028,394
9311,751,601,1205,456
9312,275,504,1001,536
9313,760,517,1167,484
9314,343,513,1279,501
9315,145,530,1014,352
9316,581,571,1062,447
9317,474,611,1040,484
9318,963,487,1079,601
9319,118,525,1260,628
9320,691,568,1189,456
9321,223,432,1242,437
9322,661,391,1159,399
9323,754,551,1249,593
9324,588,472,1286,362
9325,395,412,1225,726
9326,351,548,1252,350
9327,803,291,1092,417
9328,182,476,1096,614
9329,934,524,1195,450
9330,58,500,1207,648
9331,229,480,1157,453
9332,779,486,1199,404
9333,562,493,1287,742
9334,169,445,1118,621
9335,569,617,1142,643
9336,547,432,1263,368
9337,985,414,1126,370
9338,318,506,1326,666
9339,416,602,1110,534
9340,504,554,1175,627
9341,888,547,1207,551
9342,148,488,1128,594
9343,32,538,1231,499
9344,481,490,1258,347
9345,711,556,1336,670
9346,157,483,1294,626
9347,888,436,1031,594
9348,642,328,1223,485
9349,788,459,1041,411
9350,454,426,1291,374
9351,681,456,1343,394
9352,647,498,1097,525
9353,654,485,1089,589
9354,773,380,1217,707
9355,226,509,1182,573
9356,238,533,1253,375
9357,12,382,1023,668
9358,329,571,1153,377
9359,472,525,1161,599
9360,56,624,1021,466
9361,99,445,1240,478
9362,120,503,1040,548
9363,756,480,1044,367
9364,822,502,1169,483
9365,984,627,1020,394
9366,104,376,1167,658
9367,346,504,1257,736
9368,540,632,1068,408
9369,608,451,1027,541
9370,278,334,1060,450
9371,259,502,1002,531
9372,301,535,1035,641
9373,219,570,1143,542
9374,53,517,1102,458
9375,313,516,1215,388
9376,355,402,1111,620
9377,263,552,1019,649
9378,481,469,1306,434
9379,402,549,1180,659
9380,587,381,1342,739
9381,613,398,1196,562
9382,825,626,1160,516
9383,984,384,1090,728
9384,196,453,1096,638
9385,538,390,1080,580
9386,685,508,1249,598
9387,898,490,1260,438
9388,390,500,1140,669
9389,699,530,1375,691
9390,408,436,1284,554
9391,669,367,1338,704
9392,168,584,1288,558
9393,6,456,1137,509
9394,747,366,1229,728
9395,642,399,1178,540
9396,804,386,1051,411
9397,168,592,1188,738
9398,870,538,1387,581
9399,426,465,1167,443
9400,481,575,1145,667
9401,321,644,1184,685
9402,582,517,1327,682
9403,330,541,1074,682
9404,629,476,1301,567
9405,229,523,1258,616
9406,326,673,1341,503
9407,698,442,1067,481
9408,925,496,1093,481
9409,153,563,1337,491
9410,879,573,1357,519
9411,323,433,1124,596
9412,563,529,1011,578
9413,619,492,1169,603
9414,872,683,1155,629
9415,393,598,1412,516
9416,390,415,1397,584
9417,43,540,1351,519
9418,243,455,1409,580
9419,744,519,1275,421
9420,691,412,1176,743
9421,330,641,1055,463
9422,449,384,1053,678
9423,569,377,1299,548
9424,985,390,1299,581
9425,341,667,1104,578
9426,839,603,1067,501
9427,79,697,1046,622
9428,923,581,1336,543
9429,383,494,1002,605
9430,861,563,1262,567
9431,72,651,1326,748
9432,526,465,1310,578
9433,689,510,1372,643
9434,902,645,1326,511
9435,769,485,1375,671
9436,295,435,1178,731
9437,189,485,1075,457
9438,424,518,1393,708
9439,777,504,1079,529
9440,435,389,1117,481
9441,731,380,1041,656
9442,707,470,1150,717
9443,561,385,1205,574
9444,289,453,1093,628
9445,339,550,1345,613
9446,967,443,1171,639
9447,297,455,1294,698
9448,339,324,1086,709
9449,990,553,1347,704
9450,835,541,1090,688
9451,618,559,1231,521
9452,587,481,1195,515
9453,878,516,1331,681
9454,150,379,1032,498
9455,302,695,1446,572
9456,892,562,1163,567
9457,117,469,1018,589
9458,859,506,1361,689
9459,636,489,1215,746
9460,916,473,1125,565
9461,372,429,1017,677
9462,331,528,1423,632
9463,815,461,1152,659
9464,619,470,1313,470
9465,930,610,1185,591
9466,761,458,1426,594
9467,474,554,1055,506
9468,897,525,1122,553
9469,356,338,1407,710
9470,457,566,1029,691
9471,121,612,1072,665
9472,808,554,1267,512
9473,958,419,1076,524
9474,716,538,1260,561
9475,64,534,1270,687
9476,48,462,1171,528
9477,954,494,1371,614
9478,687,489,1013,483
9479,162,442,1272,517
9480,738,402,1001,564
9481,415,597,1418,500
9482,61,548,1229,624
9483,579,468,1429,683
9484,375,446,1012,484
9485,756,472,1358,634
9486,736,524,1084,715
9487,560,509,1259,555
9488,779,429,1241,567
9489,806,456,1202,664
9490,560,577,1100,633
9491,144,462,1331,585
9492,177,500,1382,681
9493,260,469,1440,496
9494,152,590,1486,652
9495,627,597,1125,686
9496,148,444,1328,557
9497,600,530,1473,606
9498,315,493,1424,526
9499,561,519,1113,646
9500,8,483,1495,687
9501,450,399,1000,576
9502,3,510,1000,700
9503,7,588,1000,706
9504,358,416,1002,551
9505,659,609,1001,569
9506,909,565,1005,664
9507,834,496,1006,672
9508,936,498,1000,600
9509,320,498,1008,617
9510,698,528,1003,723
9511,823,530,1007,642
9512,638,475,1002,537
9513,378,527,1009,612
9514,646,543,1004,689
9515,473,470,1002,727
9516,514,450,1004,558
9517,415,489,1005,746
9518,909,541,1009,571
9519,457,568,1011,735
9520,873,394,1006,523
9521,711,415,1000,648
9522,966,545,1004,623
9523,843,366,1002,612
9524,124,539,1022,607
9525,707,706,1019,538
9526,821,499,1013,696
9527,345,415,1011,632
9528,836,567,1013,688
9529,531,424,1010,729
9530,397,572,1011,635
9531,63,473,1014,672
9532,611,565,1000,623
9533,366,580,1009,652
9534,187,498,1031,534
9535,414,502,1004,564
9536,749,594,1007,650
9537,22,520,1008,724
9538,635,524,1032,672
9539,197,544,1010,544
9540,351,498,1035,714
9541,254,505,1001,705
9542,895,520,1035,643
9543,36,594,1019,743
9544,472,482,1027,690
9545,34,432,1025,667
9546,605,538,1045,727
9547,760,405,1035,612
9548,176,554,1021,651
9549,189,518,1026,609
9550,44,520,1041,667
9551,640,545,1039,698
9552,831,450,1045,676
9553,593,452,1045,581
9554,594,495,1038,577
9555,774,590,1030,599
9556,819,402,1055,616
9557,319,626,1019,721
9558,723,321,1021,612
9559,343,439,1035,647
9560,894,603,1021,738
9561,25,441,1008,659
9562,808,347,1057,632
9563,887,411,1003,618
9564,772,440,1026,684
9565,150,633,1044,635
9566,994,517,1012,669
9567,248,529,1004,672
9568,213,529,1056,595
9569,352,639,1016,678
9570,948,456,1008,576
9571,316,459,1026,701
9572,734,568,1045,617
9573,66,566,1048,724
9574,778,543,1030,617
9575,274,489,1059,597
9576,331,481,1013,654
9577,938,514,1059,684
9578,658,595,1077,659
9579,595,561,1068,582
9580,57,636,1022,669
9581,389,527,1077,591
9582,633,420,1056,687
9583,648,514,1015,645
9584,73,529,1013,691
9585,549,368,1008,735
9586,935,533,1047,730
9587,413,487,1065,658
9588,836,406,1007,737
9589,304,413,1034,723
9590,635,638,1059,602
9591,453,535,1004,661
9592,421,626,1042,682
9593,286,543,1080,744
9594,855,389,1002,668
9595,18,593,1045,699
9596,575,661,1040,665
9597,212,523,1041,635
9598,849,598,1062,689
9599,835,367,1096,621
9600,6,580,1004,657
9601,67,662,1011,612
9602,208,509,1076,642
9603,957,595,1082,644
9604,569,628,1100,640
9605,339,396,1046,726
9606,92,407,1105,750
9607,774,349,1091,611
9608,485,497,1047,679
9609,616,364,1107,618
9610,896,503,1059,749
9611,155,485,1082,713
9612,425,477,1068,700
9613,647,456,1110,713
9614,984,403,1111,746
9615,528,596,1079,635
9616,369,373,1051,644
9617,135,654,1058,728
9618,180,438,1038,741
9619,572,467,1107,638
9620,377,419,1095,655
9621,379,409,1069,677
9622,488,528,1094,690
9623,144,361,1035,667
9624,55,595,1081,634
9625,114,524,1107,730
9626,140,562,1023,733
9627,970,446,1094,628
9628,304,499,1009,657
9629,803,352,1119,703
9630,429,517,1127,682
9631,654,564,1091,733
9632,122,385,1055,726
9633,956,516,1050,719
9634,933,503,1128,657
9635,512,480,1129,699
9636,621,554,1075,672
9637,963,556,1041,732
9638,706,616,1001,691
9639,837,586,1061,707
9640,160,453,1052,647
9641,375,516,1006,708
9642,694,530,1141,646
9643,220,347,1121,700
9644,435,513,1077,700
9645,509,404,1080,709
9646,165,569,1140,748
9647,685,518,1113,701
9648,678,590,1101,711
9649,744,434,1008,727
9650,199,520,1138,733
9651,536,464,1064,699
9652,641,530,1068,736
9653,928,377,1025,733
9654,373,329,1137,719
9655,937,525,1105,713
9656,866,487,1063,706
9657,837,447,1014,735
9658,606,485,1039,729
9659,496,353,1115,743
9660,870,496,1142,736
9661,731,646,1019,700
9662,743,428,1119,747
9663,319,428,1054,732
9664,256,481,1143,695
9665,672,543,1004,728
9666,901,508,1061,687
9667,257,491,1066,738
9668,430,404,1088,681
9669,417,497,1105,693
9670,749,364,1028,676
9671,376,456,1013,727
9672,562,520,1149,738
9673,366,602,1075,736
9674,881,524,1047,731
9675,1,404,1124,724
9676,675,393,1157,728
9677,285,577,1149,681
9678,203,425,1025,733
9679,5,444,1055,738
9680,235,481,1171,686
9681,230,366,1000,681
9682,767,517,1153,694
9683,455,491,1075,697
9684,446,479,1114,717
9685,409,534,1046,739
9686,805,620,1182,719
9687,83,585,1139,734
9688,513,474,1074,730
9689,508,531,1135,695
9690,817,490,1154,728
9691,536,511,1027,738
9692,493,517,1086,731
9693,329,560,1064,696
9694,446,402,1039,715
9695,821,492,1192,723
9696,15,459,1067,740
9697,489,529,1110,707
9698,505,484,1109,736
9699,874,484,1078,705
9700,54,542,1020,711
9701,301,533,1116,729
9702,995,540,1099,743
9703,711,472,1073,713
9704,152,534,1066,736
9705,899,497,1185,707
9706,147,480,1072,725
9707,219,464,1014,733
9708,981,524,1199,723
9709,141,620,1014,746
9710,528,518,1090,733
9711,202,530,1087,721
9712,884,646,1050,742
9713,786,395,1198,716
9714,45,587,1191,738
9715,984,529,1058,738
9716,91,588,1202,732
9717,9,532,1046,726
9718,224,540,1209,741
9719,484,519,1124,724
9720,638,463,1061,727
9721,335,510,1174,747
9722,508,555,1216,731
9723,424,578,1190,739
9724,635,446,1049,730
9725,680,487,1056,729
9726,416,500,1163,727
9727,8,455,1188,744
9728,381,493,1141,733
9729,302,505,1067,742
9730,351,561,1176,739
9731,217,490,1172,742
9732,64,476,1132,742
9733,118,524,1155,747
9734,496,572,1150,746
9735,620,398,1132,744
9736,166,452,1164,745
9737,5,598,1074,750
9738,716,477,1043,743
9739,436,488,1060,745
9740,485,514,1103,746
9741,440,452,1167,741
9742,669,534,1112,744
9743,441,587,1154,744
9744,671,544,1106,744
9745,70,448,1064,750
9746,300,448,1015,747
9747,178,485,1177,750
9748,478,448,1029,750
9749,556,443,1100,749
9750,762,527,1030,263
9751,867,554,1139,223
9752,520,518,1205,429
9753,376,414,1065,361
9754,368,382,1070,606
9755,342,440,1081,577
9756,177,529,1178,715
9757,80,613,1047,158
9758,571,446,1039,662
9759,320,355,1098,65
9760,420,423,1133,116
9761,875,426,1235,506
9762,117,595,1001,409
9763,327,594,1227,345
9764,786,459,1104,484
9765,309,534,1157,717
9766,462,443,1124,52
9767,633,521,1121,366
9768,397,457,1164,40
9769,250,508,1202,532
9770,255,483,1192,339
9771,631,503,1217,559
9772,925,523,1183,353
9773,343,416,1214,358
9774,202,524,1069,187
9775,189,410,1089,516
9776,674,474,1168,630
9777,579,449,1245,152
9778,892,575,1184,311
9779,632,580,1256,690
9780,479,427,1068,644
9781,670,600,1034,477
9782,246,426,1230,176
9783,206,466,1107,575
9784,969,489,1041,311
9785,472,475,1051,233
9786,86,476,1267,547
9787,26,379,1108,420
9788,852,443,1208,720
9789,763,335,1180,584
9790,945,420,1178,359
9791,781,520,1002,304
9792,246,517,1064,270
9793,345,403,1064,61
9794,649,490,1079,432
9795,700,611,1015,750
9796,793,540,1199,55
9797,528,525,1091,327
9798,401,436,1240,267
9799,584,552,1125,539
9800,213,519,1262,747
9801,800,477,1266,74
9802,43,712,1081,504
9803,32,470,1105,545
9804,199,549,1054,85
9805,651,526,1205,370
9806,945,460,1014,270
9807,329,433,1103,112
9808,97,469,1157,593
9809,277,456,1028,483
9810,493,550,1234,273
9811,873,608,1298,659
9812,555,430,1102,279
9813,177,543,1256,412
9814,458,628,1123,738
9815,394,487,1067,116
9816,480,475,1123,685
9817,440,507,1076,240
9818,636,370,1087,445
9819,715,644,1073,281
9820,925,392,1040,399
9821,870,664,1310,451
9822,3,519,1163,719
9823,225,478,1243,681
9824,233,550,1317,391
9825,971,596,1094,536
9826,317,573,1027,613
9827,803,486,1028,643
9828,651,565,1252,443
9829,183,501,1117,269
9830,499,485,1181,168
9831,409,572,1262,365
9832,834,390,1042,183
9833,733,419,1192,142
9834,385,566,1040,499
9835,192,421,1246,85
9836,172,480,1102,696
9837,898,409,1279,682
9838,407,455,1148,241
9839,523,393,1304,250
9840,600,419,1108,631
9841,470,607,1255,254
9842,573,558,1266,363
9843,999,617,1179,312
9844,624,426,1026,309
9845,761,484,1182,130
9846,647,490,1123,111
9847,167,564,1070,382
9848,630,585,1160,186
9849,510,602,1157,472
9850,817,557,1162,682
9851,359,380,1247,388
9852,124,584,1188,285
9853,666,597,1192,343
9854,218,456,1254,121
9855,790,488,1117,154
9856,479,461,1330,568
9857,137,543,1236,338
9858,618,512,1098,710
9859,841,397,1014,403
9860,908,583,1090,322
9861,212,495,1163,447
9862,255,290,1341,444
9863,188,530,1162,506
9864,857,568,1295,469
9865,601,528,1274,598
9866,276,490,1118,180
9867,322,503,1146,580
9868,730,651,1088,378
9869,697,609,1007,141
9870,480,464,1275,181
9871,815,566,1290,533
9872,892,620,1247,571
9873,931,469,1268,267
9874,118,509,1172,609
9875,575,468,1309,642
9876,178,414,1358,698
9877,873,418,1224,210
9878,282,502,1312,216
9879,278,486,1065,602
9880,729,471,1049,425
9881,11,554,1063,429
9882,49,371,1179,708
9883,73,490,1287,249
9884,820,599,1195,357
9885,13,622,1348,370
9886,889,431,1055,718
9887,647,324,1167,346
9888,511,590,1096,470
9889,601,393,1361,277
9890,26,616,1002,645
9891,772,569,1127,750
9892,342,523,1017,595
9893,119,390,1120,689
9894,363,575,1054,369
9895,449,576,1259,586
9896,30,561,1144,694
9897,248,487,1194,264
9898,316,482,1320,249
9899,867,521,1394,218
9900,87,504,1098,720
9901,338,500,1279,377
9902,388,211,1249,280
9903,499,507,1292,733
9904,565,490,1358,426
9905,279,537,1216,292
9906,617,559,1386,482
9907,770,532,1327,237
9908,652,437,1184,666
9909,889,435,1251,312
9910,67,492,1082,601
9911,917,489,1247,170
9912,717,451,1146,474
9913,315,520,1120,437
9914,406,539,1109,306
9915,839,430,1078,718
9916,458,488,1365,734
9917,85,401,1128,591
9918,214,604,1175,209
9919,987,448,1101,319
9920,255,508,1235,696
9921,997,616,1228,666
9922,98,684,1013,520
9923,577,479,1006,349
9924,450,604,1361,578
9925,253,531,1300,405
9926,850,437,1004,297
9927,714,472,1073,543
9928,273,511,1282,736
9929,868,520,1175,500
9930,877,473,1301,555
9931,335,517,1105,374
9932,339,527,1054,558
9933,626,512,1270,684
9934,882,521,1403,271
